date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:45:30	12400/12400	---M--	200	added ('OK')	image/jpeg	etag:%2282480b-3070-4ba176d9f1940%22	http://www.julius-berger.com/fileadmin/templates/images/navigation/border-left-right-sprite.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/navigation/border-left-right-sprite.jpg	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:30	931/931	---M--	200	added ('OK')	image/png	etag:%2282493b-3a3-4ba176dae5b80%22	http://www.julius-berger.com/fileadmin/templates/images/navigation/navigation-sf-hover-li-border-bottom3.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/navigation/navigation-sf-hover-li-border-bottom3.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:31	1143/1143	---M--	200	added ('OK')	image/png	etag:%22824815-477-4b3678712c400%22	http://www.julius-berger.com/fileadmin/templates/images/navigation/navigation-sf-hover-a-background-3.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/navigation/navigation-sf-hover-a-background-3.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:32	154/154	---M--	200	added ('OK')	image/png	etag:%22824931-9a-4ba176bb6d140%22	http://www.julius-berger.com/fileadmin/templates/images/download-icon-table.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/download-icon-table.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:33	4372/4372	---M--	200	added ('OK')	image/jpeg	etag:%228247f2-1114-4b367867a2d80%22	http://www.julius-berger.com/fileadmin/templates/images/footer/footer-left-border.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/footer/footer-left-border.jpg	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:35	10778/10778	---M--	200	added ('OK')	image/jpeg	etag:%228247f3-2a1a-4ba176d9f1940%22	http://www.julius-berger.com/fileadmin/templates/images/footer/footer-right-border.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/footer/footer-right-border.jpg	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:36	45/45	---M--	200	added ('OK')	image/gif	etag:%22824809-2d-4b36786e4fd40%22	http://www.julius-berger.com/fileadmin/templates/images/list-bg-image.gif	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/list-bg-image.gif	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:37	2400/2400	---M--	200	added ('OK')	image/png	etag:%22824933-960-4c61f0a5d11c0%22	http://www.julius-berger.com/fileadmin/templates/images/lightbox-zoom-icon.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/lightbox-zoom-icon.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:38	6014/6014	---M--	200	added ('OK')	image/png	etag:%2282600c-177e-4ba176dae5b80%22	http://www.julius-berger.com/fileadmin/templates/images/sidebar/social-sprite_3.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/sidebar/social-sprite_3.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:39	958/958	---M--	200	added ('OK')	image/png	etag:%22824936-3be-4ba176bc61380%22	http://www.julius-berger.com/fileadmin/templates/images/white-link-icon-prev.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/white-link-icon-prev.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:39	181050/181050	---M--	200	added ('OK')	image/png	etag:%22824825-2c33a-4ba176bb6d140%22	http://www.julius-berger.com/fileadmin/templates/images/slide_bg.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/slide_bg.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:40	961/961	---M--	200	added ('OK')	image/png	etag:%22824935-3c1-4ba176bc61380%22	http://www.julius-berger.com/fileadmin/templates/images/white-link-icon-next.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/white-link-icon-next.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:40	184/184	---M--	200	added ('OK')	image/png	etag:%22824339-b8-4d7abbec7fec0%22	http://www.julius-berger.com/fileadmin/templates/images/pdf_download_icon.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/pdf_download_icon.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:41	959/959	---M--	200	added ('OK')	image/png	etag:%228247ec-3bf-4ba176ac2ad40%22	http://www.julius-berger.com/fileadmin/templates/images/blue-link-icon-prev.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/blue-link-icon-prev.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:41	926/926	---M--	200	added ('OK')	image/png	etag:%2282433a-39e-4d7abbec7fec0%22	http://www.julius-berger.com/fileadmin/templates/images/portlet-jbn-background.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/portlet-jbn-background.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
07:45:42	1090/1090	---M--	200	added ('OK')	image/png	etag:%2282433b-442-4d7abbec7fec0%22	http://www.julius-berger.com/fileadmin/templates/images/tt_news_trenner.png	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/templates/images/tt_news_trenner.png	(from http://www.julius-berger.com/fileadmin/templates/css/style.css)
