date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:09:34	40453/40453	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:09:00%20GMT	http://www.julius-berger.com/typo3temp/pics/AEW_Drilling_Of_Rock_For_Preparation_Of_Blasting_3becea874a.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/typo3temp/pics/AEW_Drilling_Of_Rock_For_Preparation_Of_Blasting_3becea874a.jpg	(from http://www.julius-berger.com/on-site/)
09:09:36	10748/10748	U--MC-	200	updated ('OK')	text/html	date:Fri,%2031%20Jan%202014%2008:09:07%20GMT	http://www.julius-berger.com/project-portfolio/facility-services/?type=98	C:/My%20Web%20Sites/JB/www.julius-berger.com/project-portfolio/facility-services/index7b0e.html	(from http://www.julius-berger.com/project-portfolio/facility-services/)
09:09:36	14361/14361	U-----	200	untouched ('')	image/jpeg	date:Fri,%2031%20Jan%202014%2006:47:13%20GMT	http://www.julius-berger.com/uploads/tx_templavoila/1-4_quality_landscape.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/uploads/tx_templavoila/1-4_quality_landscape.jpg	(from http://www.julius-berger.com/the-jb-difference/quality-culture/)
09:09:43	38575/38575	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:09:09%20GMT	http://www.julius-berger.com/typo3temp/pics/AEW_Scarification_Of_Existing_Main_Carriageway_40523be131.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/typo3temp/pics/AEW_Scarification_Of_Existing_Main_Carriageway_40523be131.jpg	(from http://www.julius-berger.com/on-site/)
09:09:44	29829/29829	U-----	200	untouched ('')	image/jpeg	date:Fri,%2031%20Jan%202014%2006:47:15%20GMT	http://www.julius-berger.com/uploads/pics/1-4_quality-text_lightbox_01.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/uploads/pics/1-4_quality-text_lightbox_01.jpg	(from http://www.julius-berger.com/the-jb-difference/quality-culture/)
09:09:45	149484/149484	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:08:55%20GMT	http://www.julius-berger.com/typo3temp/pics/AEW_Asphalt_Works_dc0d31ad56.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/typo3temp/pics/AEW_Asphalt_Works_dc0d31ad56.jpg	(from http://www.julius-berger.com/on-site/)
09:09:46	1043047/1043047	U-----	200	untouched ('')	application/pdf	etag:%2282619a-fea67-4ba7f9f0ec1c0%22	http://www.julius-berger.com/fileadmin/media/Docs/JB_Difference/certificate_dqs.pdf	C:/My%20Web%20Sites/JB/www.julius-berger.com/fileadmin/media/Docs/JB_Difference/certificate_dqs.pdf	(from http://www.julius-berger.com/the-jb-difference/quality-culture/)
09:09:56	137863/137863	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:09:06%20GMT	http://www.julius-berger.com/typo3temp/pics/AEW_Drilling_Of_Rock_For_Preparation_Of_Blasting_8a12048847.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/typo3temp/pics/AEW_Drilling_Of_Rock_For_Preparation_Of_Blasting_8a12048847.jpg	(from http://www.julius-berger.com/on-site/)
09:09:57	10778/10778	U--MC-	200	updated ('OK')	text/html	date:Fri,%2031%20Jan%202014%2008:09:28%20GMT	http://www.julius-berger.com/the-jb-difference/quality-culture/?type=98	C:/My%20Web%20Sites/JB/www.julius-berger.com/the-jb-difference/quality-culture/index7b0e.html	(from http://www.julius-berger.com/the-jb-difference/quality-culture/)
09:09:59	76535/76535	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:09:18%20GMT	http://www.julius-berger.com/typo3temp/pics/AEW_Casting_Of_Safety_Barrier_57ebb24bae.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/typo3temp/pics/AEW_Casting_Of_Safety_Barrier_57ebb24bae.jpg	(from http://www.julius-berger.com/on-site/)
09:09:59	18004/18004	U-----	200	untouched ('')	image/jpeg	date:Fri,%2031%20Jan%202014%2006:47:23%20GMT	http://www.julius-berger.com/uploads/tx_templavoila/1-4_solutions_landscape.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/uploads/tx_templavoila/1-4_solutions_landscape.jpg	(from http://www.julius-berger.com/the-jb-difference/solutions-provider/)
09:10:04	128209/128209	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:09:16%20GMT	http://www.julius-berger.com/typo3temp/pics/AEW_Scarification_Of_Existing_Main_Carriageway_a6d8d85de1.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/typo3temp/pics/AEW_Scarification_Of_Existing_Main_Carriageway_a6d8d85de1.jpg	(from http://www.julius-berger.com/on-site/)
09:10:06	40261/40261	U-----	200	untouched ('')	image/jpeg	date:Fri,%2031%20Jan%202014%2006:47:26%20GMT	http://www.julius-berger.com/uploads/pics/1-3_Solutions-provider_text_01.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/uploads/pics/1-3_Solutions-provider_text_01.jpg	(from http://www.julius-berger.com/the-jb-difference/solutions-provider/)
09:10:06	44056/44056	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jan%202014%2008:09:32%20GMT	http://www.julius-berger.com/uploads/pics/_0010_Bridge1.JPG.jpg	C:/My%20Web%20Sites/JB/www.julius-berger.com/uploads/pics/_0010_Bridge1.JPG.jpg	(from http://www.julius-berger.com/on-site/)
